idx,inf_mu1,sup_mu1,inf_mu2,sup_mu2
364,78.0298118239249,109.559438883471,149.265275696811,189.848326717517
365,77.9673650964797,109.511382172445,149.19712658617,189.805970108014
366,77.9048022777527,109.463152871131,149.128862821269,189.763439469832
367,77.8421234907321,109.414750978066,149.060484570771,189.720734755829
368,77.7793288581348,109.366176492372,148.991992003025,189.677855919492
369,77.7164185029067,109.31742941326,148.923385286806,189.634802914198
370,77.6533925481185,109.268509740134,148.854664591167,189.591575693363
371,77.5902511166269,109.219417472925,148.785830084927,189.548174210953
372,77.5269943316722,109.170152611497,148.716881937565,189.50459842059
373,77.4636223165409,109.120715155986,148.647820318717,189.460848276056
374,77.4001351943853,109.071105106976,148.578645397903,189.416923731559
375,77.336533088489,109.021322465234,148.509357344932,189.372824741342
376,77.2728161223621,108.971367231619,148.439956330033,189.328551259538
377,77.2089844196257,108.921239407193,148.370442523688,189.284103240343
378,77.1450381034088,108.870938993824,148.300816095732,189.239480638915
379,77.0809772976232,108.820465992914,148.231077217257,189.194683409472
380,77.0168021259207,108.769820406438,148.161226059048,189.149711506852
381,76.9525127118256,108.719002236815,148.091262791791,189.104564886306
382,76.8881091793011,108.66801148634,148.021187586909,189.059243502666
383,76.8235916521786,108.616848157751,147.951000615717,189.013747311183
384,76.7589602543074,108.565512254087,147.880702049641,188.968076267312
385,76.6942151096259,108.514003778609,147.810292060324,188.922230326606
386,76.6293563423551,108.46232273461,147.739770819919,188.876209444422
387,76.5643840762646,108.410469126149,147.669138499987,188.830013577023
388,76.499298435679,108.358442957043,147.598395273004,188.78364268007
389,76.4340995448136,108.306244231533,147.527541311367,188.737096709616
390,76.3687875278592,108.253872954195,147.45657678752,188.690375621982
391,76.3033625090637,108.201329129866,147.385501874077,188.643479373632
392,76.2378246128222,108.148612763545,147.314316743954,188.59640792104
393,76.172173963604,108.095723860472,147.243021570265,188.549161220797
394,76.106410685795,108.042662426283,147.17161652608,188.501739229849
395,76.0405349038311,107.989428466875,147.100101784626,188.4541419053
396,75.97454674244,107.936021988169,147.028477519651,188.406369204042
397,75.908446325952,107.882442996793,146.956743904389,188.358421083797
398,75.8422337792082,107.828691499177,146.884901112922,188.310297501751
399,75.7759092268778,107.774767502238,146.812949319156,188.261998415574
400,75.7094727936395,107.720671013191,146.740888697092,188.213523783158
401,75.6429246042453,107.666402039493,146.668719420924,188.164873562512
402,75.5762647835447,107.611960588814,146.596441665071,188.116047711732
403,75.5094934564321,107.557346669091,146.524055604102,188.067046189076
404,75.4426107477438,107.502560288631,146.451561412577,188.01786895312
405,75.3756167824471,107.44760145592,146.378959265334,187.968515962477
406,75.3085116855024,107.392470179763,146.306249337279,187.918987176
407,75.2412955819702,107.337166469176,146.233431803549,187.869282552624
408,75.1739685967381,107.281690333658,146.160506839099,187.819402051775
409,75.1065308551294,107.226041782585,146.08747461962,187.769345632458
410,75.0389824820138,107.170220826094,146.014335320196,187.71911325459
411,74.9713236027092,107.114227474188,145.941089116665,187.668704877646
412,74.9035543423372,107.058061737374,145.867736184647,187.618120461632
413,74.835674826138,107.00172362635,145.794276700018,187.567359966606
414,74.7676851793175,106.945213152161,145.720710838678,187.516423352912
415,74.699585527166,106.888530326075,145.647038776733,187.465310580998
